Agle, Axis 22.566227847859277, -0.131023383069011, -0.834093599220469, ,-0.535836487026215,-42.218490218468652,-323.30486,513.586005118611070,227.612891960826204,-59.423548360131015,36.473088045169220,-234.077676319163970,9.916894567884071
Agle, Axis 11.161926731259749, 0.129879217707009, 0.833878034890437, ,0.536450195018212,-41.793638771560509,-323.80395,513.451439862627240,-117.286372497100473,11.213357791255476,11.164321355644120,115.705236196702273,-23.463503785097956
Agle, Axis 22.540906629058750, 0.130382730578971, 0.834364050042655, ,0.535571634390012,-42.102406288094556,-323.45408,514.156958891971726,-234.052730313918403,9.779877855684745,42.073527064502628,227.619994792298996,-59.199726573343710
Agle, Axis 33.794915409387670, 0.130382605791391, 0.834547610968042, ,0.535285588386780,-42.306494938168555,-323.32139,514.385460212139833,-342.162766546447813,-4.570219039197852,90.825657487756303,327.866034124470218,-104.690531350494510
Agle, Axis 44.940650323446256, 0.130434138386640, 0.834595723530550, ,0.535198013643411,-42.479764437763606,-323.25695,514.444501789254446,-437.877665359964510,-30.828779855919507,155.140964940025469,413.055792165213290,-158.057458279986349
Agle, Axis 56.293934195814025, 0.130242278609011, 0.834763577298139, ,0.534982914567509,-42.564960487345409,-323.13286,514.564649310319396,-520.069865044016296,-69.012529639915613,234.537259075095790,482.181304553080622,-218.619330018545497
Agle, Axis 67.608115235183462, 0.130214703393493, 0.834787186502071, ,0.534952786956103,-42.674189957553637,-323.07595,514.543483059551590,-583.355375192999190,-116.889791836801663,324.529586975092911,530.519559863836434,-283.117361100626738
Agle, Axis 78.738434412285329, 0.129977179146853, 0.834845357925101, ,0.534919770855347,-42.731986521807492,-322.99344,514.476704942916513,-625.082980123333414,-171.970003210293783,420.156439114521390,556.309122430754542,-347.863194775542866
Agle, Axis 90.037028959968808, 0.129800276719919, 0.834888145539588, ,0.534895945582784,-42.739924794071193,-322.92935,514.413214044777646,-645.001519408586091,-233.653636701501512,520.884104519293714,559.466430152698763,-412.622442312154817
Agle, Axis 101.381126227902911, 0.129685958568898, 0.834864094840303, ,0.534961209151231,-42.738485640107982,-322.91297,514.300888951606339,-641.484494808948625,-299.059340757989503,621.720912948021464,539.139977638496248,-474.210265086951551
Agle, Axis 112.494021592432077, 0.129575458636454, 0.834852916213192, ,0.535005428766365,-42.699805826080841,-322.90454,514.220291736320291,-615.328443989902212,-364.051981123766097,716.498731807890749,497.256051406761799,-528.835267940512949
Agle, Axis 123.724601116360560, 0.129389811089058, 0.834839440705290, ,0.535071383115577,-42.628041642557605,-322.91599,514.134465209778341,-567.039978586529969,-428.219555470783064,804.529991265002536,434.449575868392344,-576.179417931432795
Agle, Axis 135.097494461835424, 0.129353370651903, 0.834760311190945, ,0.535203632612287,-42.590977102212236,-322.96651,514.026607535617018,-497.721137063178958,-489.023954454452678,882.301397838152525,352.204041975206280,-614.429194098254015
Agle, Axis 146.233653450677650, 0.129259582774391, 0.834696874964551, ,0.535325216280162,-42.521319990069102,-323.04865,513.975387273299589,-412.481692727951554,-542.307719851434513,944.549524251755656,256.742166989418365,-640.897394728772611
Agle, Axis 157.439507689810711, 0.129149280056494, 0.834635854605563, ,0.535446966251309,-42.451454762689096,-323.14796,513.950895134814118,-312.644700438215352,-587.584373337466104,990.858962084473774,149.336077341031967,-655.549660777588201
Agle, Axis 168.825979451355551, 0.129056630408442, 0.834577303308678, ,0.535560557686648,-42.407200227027559,-323.25572,513.956484454686574,-200.699571157433439,-623.233421463302648,1019.328451252764012,32.678586232694286,-657.533640995770838
Agle, Axis 179.990224178064864, -0.129124359220247, -0.834474143681657, ,-0.535704959266503,-42.443006147020071,-323.35714,513.927656903731531,-84.785074389827315,-646.741494448961248,1027.846510322653103,-84.986948961020587,-646.687037097857910
Agle, Axis 168.806936883949561, -0.129173779027390, -0.834368431623135, ,-0.535857681779904,-42.487716959122807,-323.46391,513.898348479221454,32.724800774267585,-657.997442641601197,1016.845689446583037,-201.059321004876779,-623.552772223241050
Agle, Axis 157.413757876639750, -0.129292646201693, -0.834271590270089, ,-0.535979780688023,-42.568322423985180,-323.53781,513.866721279472131,149.407732062300227,-656.390792610198787,985.991599038366417,-313.151252903976626,-588.131349139271947
Agle, Axis 146.148617595511013, -0.129343505097237, -0.834184695271052, ,-0.536102743757857,-42.623002405075681,-323.58922,513.793646583789837,257.386737010568993,-641.899485512430374,937.094236492857135,-413.428293178917556,-542.751117353435916
Agle, Axis 134.994809397853459, -0.129589071781079, -0.834108611419045, ,-0.536161819632385,-42.699184535359365,-323.56559,513.692287608159177,352.815076063996685,-615.497558104750510,872.498486952271833,-498.593740168867498,-489.183006567021835
Agle, Axis 123.637748430874680, -0.129707764363197, -0.834074259185757, ,-0.536186558977033,-42.729715389670972,-323.54761,513.636722305419653,434.721180795921100,-577.247285043613829,792.937075270605533,-567.520016365489482,-428.299910964507433
Agle, Axis 112.326340448308258, -0.129889902219452, -0.834044941624242, ,-0.536188072090788,-42.743395499796755,-323.50194,513.564378470274960,497.697350043613369,-529.314510103924135,702.757039660795385,-615.658992331150444,-363.474187254334993
